####### Module map (module,file) #######
#repository;file;subsystem
torvalds/linux;drivers/hv/channel.c;driver
torvalds/linux;drivers/hv/hv.c;driver
torvalds/linux;drivers/hv/connection.c;driver
torvalds/linux;drivers/hv/hv_fcopy.c;driver
torvalds/linux;drivers/hv/ring_buffer.c;driver
torvalds/linux;drivers/hv/hv_util.c;driver
torvalds/linux;drivers/hv/vmbus_drv.c;driver
torvalds/linux;drivers/hv/channel_mgmt.c;driver
torvalds/linux;drivers/hv/hv_snapshot.c;driver
torvalds/linux;drivers/hv/hv_balloon.c;driver
torvalds/linux;drivers/dio/Makefile;driver
torvalds/linux;drivers/dio/dio-sysfs.c;driver
torvalds/linux;drivers/dio/dio-driver.c;driver
torvalds/linux;drivers/dio/dio.c;driver
torvalds/linux;drivers/vhost/Kconfig;driver
torvalds/linux;drivers/vhost/Makefile;driver
torvalds/linux;drivers/vhost/net.c;driver
torvalds/linux;drivers/vhost/vringh.c;driver
torvalds/linux;drivers/vhost/test.c;driver
torvalds/linux;drivers/vhost/scsi.c;driver
torvalds/linux;drivers/vhost/test.h;driver
torvalds/linux;drivers/vhost/vhost.c;driver
torvalds/linux;drivers/vhost/vhost.h;driver
torvalds/linux;drivers/irqchip/irq-hip04.c;driver
torvalds/linux;drivers/irqchip/irq-or1k-pic.c;driver
torvalds/linux;drivers/irqchip/irq-gic-v3-its.c;driver
torvalds/linux;drivers/irqchip/irq-armada-370-xp.c;driver
torvalds/linux;drivers/irqchip/irq-imgpdc.c;driver
torvalds/linux;drivers/irqchip/irq-mtk-sysirq.c;driver
torvalds/linux;drivers/irqchip/irq-atmel-aic-common.c;driver
torvalds/linux;drivers/irqchip/irq-keystone.c;driver
torvalds/linux;drivers/irqchip/spear-shirq.c;driver
torvalds/linux;drivers/irqchip/irq-omap-intc.c;driver
torvalds/linux;drivers/irqchip/irq-atmel-aic.c;driver
torvalds/linux;drivers/irqchip/Kconfig;driver
torvalds/linux;drivers/irqchip/irqchip.c;driver
torvalds/linux;drivers/irqchip/irq-metag-ext.c;driver
torvalds/linux;drivers/irqchip/irq-mxs.c;driver
torvalds/linux;drivers/irqchip/Makefile;driver
torvalds/linux;drivers/irqchip/irq-xtensa-pic.c;driver
torvalds/linux;drivers/irqchip/irq-moxart.c;driver
torvalds/linux;drivers/irqchip/irq-clps711x.c;driver
torvalds/linux;drivers/irqchip/irq-metag.c;driver
torvalds/linux;drivers/irqchip/irq-vt8500.c;driver
torvalds/linux;drivers/irqchip/irq-mmp.c;driver
torvalds/linux;drivers/irqchip/irq-tb10x.c;driver
torvalds/linux;drivers/irqchip/irq-gic-v3.c;driver
torvalds/linux;drivers/irqchip/irq-dw-apb-ictl.c;driver
torvalds/linux;drivers/irqchip/irq-versatile-fpga.c;driver
torvalds/linux;drivers/irqchip/irq-crossbar.c;driver
torvalds/linux;drivers/irqchip/irq-brcmstb-l2.c;driver
torvalds/linux;drivers/irqchip/irq-gic.c;driver
torvalds/linux;drivers/irqchip/irq-sirfsoc.c;driver
torvalds/linux;drivers/irqchip/irq-renesas-intc-irqpin.c;driver
torvalds/linux;drivers/irqchip/irq-atmel-aic5.c;driver
torvalds/linux;drivers/irqchip/irq-gic-common.h;driver
torvalds/linux;drivers/irqchip/irq-zevio.c;driver
torvalds/linux;drivers/irqchip/exynos-combiner.c;driver
torvalds/linux;drivers/irqchip/irq-nvic.c;driver
torvalds/linux;drivers/irqchip/irq-atmel-aic-common.h;driver
torvalds/linux;drivers/irqchip/irq-mips-gic.c;driver
torvalds/linux;drivers/irqchip/irq-renesas-irqc.c;driver
torvalds/linux;drivers/irqchip/irqchip.h;driver
torvalds/linux;drivers/irqchip/irq-vic.c;driver
torvalds/linux;drivers/irqchip/irq-sunxi-nmi.c;driver
torvalds/linux;drivers/irqchip/irq-s3c24xx.c;driver
torvalds/linux;drivers/irqchip/irq-digicolor.c;driver
torvalds/linux;drivers/irqchip/irq-sun4i.c;driver
torvalds/linux;drivers/irqchip/irq-xtensa-mx.c;driver
torvalds/linux;drivers/irqchip/irq-bcm2835.c;driver
torvalds/linux;drivers/irqchip/irq-orion.c;driver
torvalds/linux;drivers/irqchip/irq-bcm7120-l2.c;driver
torvalds/linux;drivers/irqchip/irq-gic-common.c;driver
torvalds/linux;drivers/irqchip/irq-gic-v2m.c;driver
torvalds/linux;drivers/power/max8925_power.c;driver
torvalds/linux;drivers/power/reset/ltc2952-poweroff.c;driver
torvalds/linux;drivers/power/reset/vexpress-poweroff.c;driver
torvalds/linux;drivers/power/reset/gpio-poweroff.c;driver
torvalds/linux;drivers/power/reset/Kconfig;driver
torvalds/linux;drivers/power/reset/Makefile;driver
torvalds/linux;drivers/power/reset/as3722-poweroff.c;driver
torvalds/linux;drivers/power/reset/msm-poweroff.c;driver
torvalds/linux;drivers/power/reset/restart-poweroff.c;driver
torvalds/linux;drivers/power/reset/at91-reset.c;driver
torvalds/linux;drivers/power/reset/st-poweroff.c;driver
torvalds/linux;drivers/power/reset/imx-snvs-poweroff.c;driver
torvalds/linux;drivers/power/reset/syscon-reboot.c;driver
torvalds/linux;drivers/power/reset/brcmstb-reboot.c;driver
torvalds/linux;drivers/power/reset/at91-poweroff.c;driver
torvalds/linux;drivers/power/reset/qnap-poweroff.c;driver
torvalds/linux;drivers/power/reset/axxia-reset.c;driver
torvalds/linux;drivers/power/reset/xgene-reboot.c;driver
torvalds/linux;drivers/power/reset/gpio-restart.c;driver
torvalds/linux;drivers/power/reset/keystone-reset.c;driver
torvalds/linux;drivers/power/reset/rmobile-reset.c;driver
torvalds/linux;drivers/power/reset/arm-versatile-reboot.c;driver
torvalds/linux;drivers/power/reset/hisi-reboot.c;driver
torvalds/linux;drivers/power/z2_battery.c;driver
torvalds/linux;drivers/power/olpc_battery.c;driver
torvalds/linux;drivers/power/max77693_charger.c;driver
torvalds/linux;drivers/power/twl4030_madc_battery.c;driver
torvalds/linux;drivers/power/tps65090-charger.c;driver
torvalds/linux;drivers/power/tosa_battery.c;driver
torvalds/linux;drivers/power/jz4740-battery.c;driver
torvalds/linux;drivers/power/ab8500_charger.c;driver
torvalds/linux;drivers/power/rx51_battery.c;driver
torvalds/linux;drivers/power/lp8788-charger.c;driver
torvalds/linux;drivers/power/abx500_chargalg.c;driver
torvalds/linux;drivers/power/max17040_battery.c;driver
torvalds/linux;drivers/power/ltc2941-battery-gauge.c;driver
torvalds/linux;drivers/power/pmu_battery.c;driver
torvalds/linux;drivers/power/max17042_battery.c;driver
torvalds/linux;drivers/power/wm831x_power.c;driver
torvalds/linux;drivers/power/s3c_adc_battery.c;driver
torvalds/linux;drivers/power/Kconfig;driver
torvalds/linux;drivers/power/collie_battery.c;driver
torvalds/linux;drivers/power/da9052-battery.c;driver
torvalds/linux;drivers/power/Makefile;driver
torvalds/linux;drivers/power/bq24190_charger.c;driver
torvalds/linux;drivers/power/ipaq_micro_battery.c;driver
torvalds/linux;drivers/power/lp8727_charger.c;driver
torvalds/linux;drivers/power/max8997_charger.c;driver
torvalds/linux;drivers/power/ds2760_battery.c;driver
torvalds/linux;drivers/power/88pm860x_battery.c;driver
torvalds/linux;drivers/power/88pm860x_charger.c;driver
torvalds/linux;drivers/power/pm2301_charger.c;driver
torvalds/linux;drivers/power/max14577_charger.c;driver
torvalds/linux;drivers/power/wm831x_backup.c;driver
torvalds/linux;drivers/power/power_supply_leds.c;driver
torvalds/linux;drivers/power/ds2780_battery.c;driver
torvalds/linux;drivers/power/wm8350_power.c;driver
torvalds/linux;drivers/power/generic-adc-battery.c;driver
torvalds/linux;drivers/power/bq2415x_charger.c;driver
torvalds/linux;drivers/power/gpio-charger.c;driver
torvalds/linux;drivers/power/goldfish_battery.c;driver
torvalds/linux;drivers/power/sbs-battery.c;driver
torvalds/linux;drivers/power/max8903_charger.c;driver
torvalds/linux;drivers/power/charger-manager.c;driver
torvalds/linux;drivers/power/power_supply_sysfs.c;driver
torvalds/linux;drivers/power/twl4030_charger.c;driver
torvalds/linux;drivers/power/pcf50633-charger.c;driver
torvalds/linux;drivers/power/ds2781_battery.c;driver
torvalds/linux;drivers/power/avs/smartreflex.c;driver
torvalds/linux;drivers/power/avs/Kconfig;driver
torvalds/linux;drivers/power/avs/Makefile;driver
torvalds/linux;drivers/power/avs/rockchip-io-domain.c;driver
torvalds/linux;drivers/power/bq27x00_battery.c;driver
torvalds/linux;drivers/power/apm_power.c;driver
torvalds/linux;drivers/power/rt5033_battery.c;driver
torvalds/linux;drivers/power/ab8500_btemp.c;driver
torvalds/linux;drivers/power/da9030_battery.c;driver
torvalds/linux;drivers/power/isp1704_charger.c;driver
torvalds/linux;drivers/power/max8998_charger.c;driver
torvalds/linux;drivers/power/ab8500_bmdata.c;driver
torvalds/linux;drivers/power/power_supply_core.c;driver
torvalds/linux;drivers/power/ds2782_battery.c;driver
torvalds/linux;drivers/power/intel_mid_battery.c;driver
torvalds/linux;drivers/power/bq24735-charger.c;driver
torvalds/linux;drivers/power/pda_power.c;driver
torvalds/linux;drivers/power/test_power.c;driver
torvalds/linux;drivers/power/wm97xx_battery.c;driver
torvalds/linux;drivers/power/smb347-charger.c;driver
torvalds/linux;drivers/power/pm2301_charger.h;driver
torvalds/linux;drivers/power/power_supply.h;driver
torvalds/linux;drivers/power/ab8500_fg.c;driver
torvalds/linux;drivers/acpi/bgrt.c;driver
torvalds/linux;drivers/acpi/processor_thermal.c;driver
torvalds/linux;drivers/acpi/acpi_pad.c;driver
torvalds/linux;drivers/acpi/processor_idle.c;driver
torvalds/linux;drivers/acpi/sysfs.c;driver
torvalds/linux;drivers/acpi/glue.c;driver
torvalds/linux;drivers/acpi/utils.c;driver
torvalds/linux;drivers/acpi/hed.c;driver
torvalds/linux;drivers/acpi/processor_perflib.c;driver
torvalds/linux;drivers/acpi/acpi_lpat.c;driver
torvalds/linux;drivers/acpi/video_detect.c;driver
torvalds/linux;drivers/acpi/int340x_thermal.c;driver
torvalds/linux;drivers/acpi/dock.c;driver
torvalds/linux;drivers/acpi/pci_link.c;driver
torvalds/linux;drivers/acpi/acpi_apd.c;driver
torvalds/linux;drivers/acpi/acpi_extlog.c;driver
torvalds/linux;drivers/acpi/acpica/dsargs.c;driver
torvalds/linux;drivers/acpi/acpica/utstate.c;driver
torvalds/linux;drivers/acpi/acpica/exoparg2.c;driver
torvalds/linux;drivers/acpi/acpica/amlcode.h;driver
torvalds/linux;drivers/acpi/acpica/exresop.c;driver
torvalds/linux;drivers/acpi/acpica/nsdump.c;driver
torvalds/linux;drivers/acpi/acpica/psutils.c;driver
torvalds/linux;drivers/acpi/acpica/utresrc.c;driver
torvalds/linux;drivers/acpi/acpica/rslist.c;driver
torvalds/linux;drivers/acpi/acpica/hwacpi.c;driver
torvalds/linux;drivers/acpi/acpica/rsdump.c;driver
torvalds/linux;drivers/acpi/acpica/utstring.c;driver
torvalds/linux;drivers/acpi/acpica/psargs.c;driver
torvalds/linux;drivers/acpi/acpica/hwxfsleep.c;driver
torvalds/linux;drivers/acpi/acpica/evgpeblk.c;driver
torvalds/linux;drivers/acpi/acpica/evregion.c;driver
torvalds/linux;drivers/acpi/acpica/utcache.c;driver
torvalds/linux;drivers/acpi/acpica/utmutex.c;driver
torvalds/linux;drivers/acpi/acpica/nsload.c;driver
torvalds/linux;drivers/acpi/acpica/acutils.h;driver
torvalds/linux;drivers/acpi/acpica/acmacros.h;driver
torvalds/linux;drivers/acpi/acpica/exutils.c;driver
torvalds/linux;drivers/acpi/acpica/evxfevnt.c;driver
torvalds/linux;drivers/acpi/acpica/uterror.c;driver
torvalds/linux;drivers/acpi/acpica/nsarguments.c;driver
torvalds/linux;drivers/acpi/acpica/utdecode.c;driver
torvalds/linux;drivers/acpi/acpica/evhandler.c;driver
torvalds/linux;drivers/acpi/acpica/nsrepair.c;driver
torvalds/linux;drivers/acpi/acpica/psobject.c;driver
torvalds/linux;drivers/acpi/acpica/exregion.c;driver
torvalds/linux;drivers/acpi/acpica/rscreate.c;driver
torvalds/linux;drivers/acpi/acpica/excreate.c;driver
torvalds/linux;drivers/acpi/acpica/evglock.c;driver
torvalds/linux;drivers/acpi/acpica/Makefile;driver
torvalds/linux;drivers/acpi/acpica/utownerid.c;driver
torvalds/linux;drivers/acpi/acpica/hwregs.c;driver
torvalds/linux;drivers/acpi/acpica/psopcode.c;driver
torvalds/linux;drivers/acpi/acpica/evxface.c;driver
torvalds/linux;drivers/acpi/acpica/rsmemory.c;driver
torvalds/linux;drivers/acpi/acpica/rsmisc.c;driver
torvalds/linux;drivers/acpi/acpica/dswload2.c;driver
torvalds/linux;drivers/acpi/acpica/utinit.c;driver
torvalds/linux;drivers/acpi/acpica/tbfind.c;driver
torvalds/linux;drivers/acpi/acpica/utdelete.c;driver
torvalds/linux;drivers/acpi/acpica/acobject.h;driver
torvalds/linux;drivers/acpi/acpica/evrgnini.c;driver
torvalds/linux;drivers/acpi/acpica/acresrc.h;driver
torvalds/linux;drivers/acpi/acpica/actables.h;driver
torvalds/linux;drivers/acpi/acpica/exprep.c;driver
torvalds/linux;drivers/acpi/acpica/acstruct.h;driver
torvalds/linux;drivers/acpi/acpica/exstore.c;driver
torvalds/linux;drivers/acpi/acpica/nsparse.c;driver
torvalds/linux;drivers/acpi/acpica/exconfig.c;driver
torvalds/linux;drivers/acpi/acpica/acnamesp.h;driver
torvalds/linux;drivers/acpi/acpica/rsio.c;driver
torvalds/linux;drivers/acpi/acpica/pstree.c;driver
torvalds/linux;drivers/acpi/acpica/nsalloc.c;driver
torvalds/linux;drivers/acpi/acpica/rsserial.c;driver
torvalds/linux;drivers/acpi/acpica/tbdata.c;driver
torvalds/linux;drivers/acpi/acpica/tbxfload.c;driver
torvalds/linux;drivers/acpi/acpica/pswalk.c;driver
torvalds/linux;drivers/acpi/acpica/tbutils.c;driver
torvalds/linux;drivers/acpi/acpica/exstoren.c;driver
torvalds/linux;drivers/acpi/acpica/psscope.c;driver
torvalds/linux;drivers/acpi/acpica/dsinit.c;driver
torvalds/linux;drivers/acpi/acpica/utids.c;driver
torvalds/linux;drivers/acpi/acpica/tbinstal.c;driver
torvalds/linux;drivers/acpi/acpica/nsnames.c;driver
torvalds/linux;drivers/acpi/acpica/tbfadt.c;driver
torvalds/linux;drivers/acpi/acpica/nssearch.c;driver
torvalds/linux;drivers/acpi/acpica/utaddress.c;driver
torvalds/linux;drivers/acpi/acpica/utxfinit.c;driver
torvalds/linux;drivers/acpi/acpica/dscontrol.c;driver
torvalds/linux;drivers/acpi/acpica/exsystem.c;driver
torvalds/linux;drivers/acpi/acpica/evevent.c;driver
torvalds/linux;drivers/acpi/acpica/nswalk.c;driver
torvalds/linux;drivers/acpi/acpica/evsci.c;driver
torvalds/linux;drivers/acpi/acpica/nsinit.c;driver
torvalds/linux;drivers/acpi/acpica/acevents.h;driver
torvalds/linux;drivers/acpi/acpica/evgpeinit.c;driver
torvalds/linux;drivers/acpi/acpica/rsdumpinfo.c;driver
torvalds/linux;drivers/acpi/acpica/utosi.c;driver
torvalds/linux;drivers/acpi/acpica/evxfregn.c;driver
torvalds/linux;drivers/acpi/acpica/utdebug.c;driver
torvalds/linux;drivers/acpi/acpica/nsconvert.c;driver
torvalds/linux;drivers/acpi/acpica/uteval.c;driver
torvalds/linux;drivers/acpi/acpica/rsxface.c;driver
torvalds/linux;drivers/acpi/acpica/utfileio.c;driver
torvalds/linux;drivers/acpi/acpica/acdispat.h;driver
torvalds/linux;drivers/acpi/acpica/nsaccess.c;driver
torvalds/linux;drivers/acpi/acpica/rscalc.c;driver
torvalds/linux;drivers/acpi/acpica/utmath.c;driver
torvalds/linux;drivers/acpi/acpica/evxfgpe.c;driver
torvalds/linux;drivers/acpi/acpica/uttrack.c;driver
torvalds/linux;drivers/acpi/acpica/tbprint.c;driver
torvalds/linux;drivers/acpi/acpica/nspredef.c;driver
torvalds/linux;drivers/acpi/acpica/hwtimer.c;driver
torvalds/linux;drivers/acpi/acpica/evmisc.c;driver
torvalds/linux;drivers/acpi/acpica/rsirq.c;driver
torvalds/linux;drivers/acpi/acpica/dswstate.c;driver
torvalds/linux;drivers/acpi/acpica/utalloc.c;driver
torvalds/linux;drivers/acpi/acpica/rsaddr.c;driver
torvalds/linux;drivers/acpi/acpica/psparse.c;driver
torvalds/linux;drivers/acpi/acpica/nsutils.c;driver
torvalds/linux;drivers/acpi/acpica/dsfield.c;driver
torvalds/linux;drivers/acpi/acpica/utmisc.c;driver
torvalds/linux;drivers/acpi/acpica/exstorob.c;driver
torvalds/linux;drivers/acpi/acpica/exmutex.c;driver
torvalds/linux;drivers/acpi/acpica/hwsleep.c;driver
torvalds/linux;drivers/acpi/acpica/hwesleep.c;driver
torvalds/linux;drivers/acpi/acpica/nsrepair2.c;driver
torvalds/linux;drivers/acpi/acpica/hwpci.c;driver
torvalds/linux;drivers/acpi/acpica/utpredef.c;driver
torvalds/linux;drivers/acpi/acpica/psxface.c;driver
torvalds/linux;drivers/acpi/acpica/dsopcode.c;driver
torvalds/linux;drivers/acpi/acpica/utbuffer.c;driver
torvalds/linux;drivers/acpi/acpica/utlock.c;driver
torvalds/linux;drivers/acpi/acpica/exoparg6.c;driver
torvalds/linux;drivers/acpi/acpica/utobject.c;driver
torvalds/linux;drivers/acpi/acpica/psloop.c;driver
torvalds/linux;drivers/acpi/acpica/acglobal.h;driver
torvalds/linux;drivers/acpi/acpica/nsxfeval.c;driver
torvalds/linux;drivers/acpi/acpica/exresnte.c;driver
torvalds/linux;drivers/acpi/acpica/dsutils.c;driver
torvalds/linux;drivers/acpi/acpica/utxferror.c;driver
torvalds/linux;drivers/acpi/acpica/exconvrt.c;driver
torvalds/linux;drivers/acpi/acpica/dswscope.c;driver
torvalds/linux;drivers/acpi/acpica/aclocal.h;driver
torvalds/linux;drivers/acpi/acpica/exoparg3.c;driver
torvalds/linux;drivers/acpi/acpica/utxfmutex.c;driver
torvalds/linux;drivers/acpi/acpica/utcopy.c;driver
torvalds/linux;drivers/acpi/acpica/nsdumpdv.c;driver
torvalds/linux;drivers/acpi/acpica/psopinfo.c;driver
torvalds/linux;drivers/acpi/acpica/tbxface.c;driver
torvalds/linux;drivers/acpi/acpica/acdebug.h;driver
torvalds/linux;drivers/acpi/acpica/exnames.c;driver
torvalds/linux;drivers/acpi/acpica/utuuid.c;driver
torvalds/linux;drivers/acpi/acpica/acapps.h;driver
torvalds/linux;drivers/acpi/acpica/nsxfname.c;driver
torvalds/linux;drivers/acpi/acpica/evgpeutil.c;driver
torvalds/linux;drivers/acpi/acpica/hwgpe.c;driver
torvalds/linux;drivers/acpi/acpica/evgpe.c;driver
torvalds/linux;drivers/acpi/acpica/acinterp.h;driver
torvalds/linux;drivers/acpi/acpica/exdump.c;driver
torvalds/linux;drivers/acpi/acpica/dsmthdat.c;driver
torvalds/linux;drivers/acpi/acpica/nseval.c;driver
torvalds/linux;drivers/acpi/acpica/exdebug.c;driver
torvalds/linux;drivers/acpi/acpica/dswload.c;driver
torvalds/linux;drivers/acpi/acpica/dsobject.c;driver
torvalds/linux;drivers/acpi/acpica/nsobject.c;driver
torvalds/linux;drivers/acpi/acpica/utprint.c;driver
torvalds/linux;drivers/acpi/acpica/acpredef.h;driver
torvalds/linux;drivers/acpi/acpica/exfldio.c;driver
torvalds/linux;drivers/acpi/acpica/acopcode.h;driver
torvalds/linux;drivers/acpi/acpica/exresolv.c;driver
torvalds/linux;drivers/acpi/acpica/utxface.c;driver
torvalds/linux;drivers/acpi/acpica/rsinfo.c;driver
torvalds/linux;drivers/acpi/acpica/hwvalid.c;driver
torvalds/linux;drivers/acpi/acpica/dswexec.c;driver
torvalds/linux;drivers/acpi/acpica/exmisc.c;driver
torvalds/linux;drivers/acpi/acpica/utglobal.c;driver
torvalds/linux;drivers/acpi/acpica/nsxfobj.c;driver
torvalds/linux;drivers/acpi/acpica/amlresrc.h;driver
torvalds/linux;drivers/acpi/acpica/nsprepkg.c;driver
torvalds/linux;drivers/acpi/acpica/acparser.h;driver
torvalds/linux;drivers/acpi/acpica/achware.h;driver
torvalds/linux;drivers/acpi/acpica/utexcep.c;driver
torvalds/linux;drivers/acpi/acpica/exoparg1.c;driver
torvalds/linux;drivers/acpi/acpica/exfield.c;driver
torvalds/linux;drivers/acpi/acpica/uthex.c;driver
torvalds/linux;drivers/acpi/acpica/tbxfroot.c;driver
torvalds/linux;drivers/acpi/acpica/rsutils.c;driver
torvalds/linux;drivers/acpi/acpica/accommon.h;driver
torvalds/linux;drivers/acpi/acpica/dsmethod.c;driver
torvalds/linux;drivers/acpi/acpica/hwxface.c;driver
torvalds/linux;drivers/acpi/Kconfig;driver
torvalds/linux;drivers/acpi/Makefile;driver
torvalds/linux;drivers/acpi/acpi_platform.c;driver
torvalds/linux;drivers/acpi/ac.c;driver
torvalds/linux;drivers/acpi/acpi_memhotplug.c;driver
torvalds/linux;drivers/acpi/scan.c;driver
torvalds/linux;drivers/acpi/sbs.c;driver
torvalds/linux;drivers/acpi/ec.c;driver
torvalds/linux;drivers/acpi/numa.c;driver
torvalds/linux;drivers/acpi/sbshc.h;driver
torvalds/linux;drivers/acpi/video.c;driver
torvalds/linux;drivers/acpi/sbshc.c;driver
torvalds/linux;drivers/acpi/internal.h;driver
torvalds/linux;drivers/acpi/osl.c;driver
torvalds/linux;drivers/acpi/sleep.h;driver
torvalds/linux;drivers/acpi/thermal.c;driver
torvalds/linux;drivers/acpi/debugfs.c;driver
torvalds/linux;drivers/acpi/button.c;driver
torvalds/linux;drivers/acpi/proc.c;driver
torvalds/linux;drivers/acpi/pci_root.c;driver
torvalds/linux;drivers/acpi/cm_sbs.c;driver
torvalds/linux;drivers/acpi/resource.c;driver
torvalds/linux;drivers/acpi/reboot.c;driver
torvalds/linux;drivers/acpi/processor_driver.c;driver
torvalds/linux;drivers/acpi/property.c;driver
torvalds/linux;drivers/acpi/ec_sys.c;driver
torvalds/linux;drivers/acpi/device_pm.c;driver
torvalds/linux;drivers/acpi/pci_slot.c;driver
torvalds/linux;drivers/acpi/sleep.c;driver
torvalds/linux;drivers/acpi/nvs.c;driver
torvalds/linux;drivers/acpi/container.c;driver
torvalds/linux;drivers/acpi/apei/ghes.c;driver
torvalds/linux;drivers/acpi/apei/hest.c;driver
torvalds/linux;drivers/acpi/apei/Kconfig;driver
torvalds/linux;drivers/acpi/apei/Makefile;driver
torvalds/linux;drivers/acpi/apei/apei-internal.h;driver
torvalds/linux;drivers/acpi/apei/apei-base.c;driver
torvalds/linux;drivers/acpi/apei/erst.c;driver
torvalds/linux;drivers/acpi/apei/einj.c;driver
torvalds/linux;drivers/acpi/apei/erst-dbg.c;driver
torvalds/linux;drivers/acpi/tables.c;driver
torvalds/linux;drivers/acpi/acpi_processor.c;driver
torvalds/linux;drivers/acpi/event.c;driver
torvalds/linux;drivers/acpi/acpi_ipmi.c;driver
torvalds/linux;drivers/acpi/fan.c;driver
torvalds/linux;drivers/acpi/battery.h;driver
torvalds/linux;drivers/acpi/power.c;driver
torvalds/linux;drivers/acpi/pmic/intel_pmic.c;driver
torvalds/linux;drivers/acpi/pmic/intel_pmic_xpower.c;driver
torvalds/linux;drivers/acpi/pmic/intel_pmic.h;driver
torvalds/linux;drivers/acpi/pmic/intel_pmic_crc.c;driver
torvalds/linux;drivers/acpi/wakeup.c;driver
torvalds/linux;drivers/acpi/processor_throttling.c;driver
torvalds/linux;drivers/acpi/blacklist.c;driver
torvalds/linux;drivers/acpi/processor_pdc.c;driver
torvalds/linux;drivers/acpi/acpi_cmos_rtc.c;driver
torvalds/linux;drivers/acpi/battery.c;driver
torvalds/linux;drivers/acpi/acpi_pnp.c;driver
torvalds/linux;drivers/acpi/acpi_lpss.c;driver
torvalds/linux;drivers/acpi/custom_method.c;driver
torvalds/linux;drivers/acpi/processor_core.c;driver
torvalds/linux;drivers/acpi/pci_irq.c;driver
torvalds/linux;drivers/acpi/ioapic.c;driver
torvalds/linux;drivers/acpi/bus.c;driver
torvalds/linux;drivers/pcmcia/yenta_socket.h;driver
torvalds/linux;drivers/pcmcia/pxa2xx_palmtx.c;driver
torvalds/linux;drivers/pcmcia/m32r_cfc.h;driver
torvalds/linux;drivers/pcmcia/pxa2xx_base.c;driver
torvalds/linux;drivers/pcmcia/pxa2xx_cm_x255.c;driver
torvalds/linux;drivers/pcmcia/bcm63xx_pcmcia.c;driver
torvalds/linux;drivers/pcmcia/rsrc_pci.c;driver
torvalds/linux;drivers/pcmcia/cs.c;driver
torvalds/linux;drivers/pcmcia/sa11xx_base.c;driver
torvalds/linux;drivers/pcmcia/pxa2xx_balloon3.c;driver
torvalds/linux;drivers/pcmcia/yenta_socket.c;driver
torvalds/linux;drivers/pcmcia/pd6729.h;driver
torvalds/linux;drivers/pcmcia/soc_common.h;driver
torvalds/linux;drivers/pcmcia/pxa2xx_palmld.c;driver
torvalds/linux;drivers/pcmcia/sa1111_badge4.c;driver
torvalds/linux;drivers/pcmcia/bcm63xx_pcmcia.h;driver
torvalds/linux;drivers/pcmcia/vrc4173_cardu.h;driver
torvalds/linux;drivers/pcmcia/Kconfig;driver
torvalds/linux;drivers/pcmcia/sa1111_generic.c;driver
torvalds/linux;drivers/pcmcia/Makefile;driver
torvalds/linux;drivers/pcmcia/sa11xx_base.h;driver
torvalds/linux;drivers/pcmcia/m32r_pcc.c;driver
torvalds/linux;drivers/pcmcia/o2micro.h;driver
torvalds/linux;drivers/pcmcia/tcic.h;driver
torvalds/linux;drivers/pcmcia/sa1111_generic.h;driver
torvalds/linux;drivers/pcmcia/xxs1500_ss.c;driver
torvalds/linux;drivers/pcmcia/pcmcia_resource.c;driver
torvalds/linux;drivers/pcmcia/rsrc_nonstatic.c;driver
torvalds/linux;drivers/pcmcia/pd6729.c;driver
torvalds/linux;drivers/pcmcia/sa1100_generic.h;driver
torvalds/linux;drivers/pcmcia/i82365.c;driver
torvalds/linux;drivers/pcmcia/pxa2xx_sharpsl.c;driver
torvalds/linux;drivers/pcmcia/pxa2xx_hx4700.c;driver
torvalds/linux;drivers/pcmcia/sa1111_neponset.c;driver
torvalds/linux;drivers/pcmcia/sa1100_assabet.c;driver
torvalds/linux;drivers/pcmcia/pxa2xx_palmtc.c;driver
torvalds/linux;drivers/pcmcia/cistpl.c;driver
torvalds/linux;drivers/pcmcia/vrc4171_card.c;driver
torvalds/linux;drivers/pcmcia/cs_internal.h;driver
torvalds/linux;drivers/pcmcia/topic.h;driver
torvalds/linux;drivers/pcmcia/pxa2xx_stargate2.c;driver
torvalds/linux;drivers/pcmcia/m32r_cfc.c;driver
torvalds/linux;drivers/pcmcia/rsrc_mgr.c;driver
torvalds/linux;drivers/pcmcia/sa1100_generic.c;driver
torvalds/linux;drivers/pcmcia/sa1100_cerf.c;driver
torvalds/linux;drivers/pcmcia/omap_cf.c;driver
torvalds/linux;drivers/pcmcia/tcic.c;driver
torvalds/linux;drivers/pcmcia/vrc4173_cardu.c;driver
torvalds/linux;drivers/pcmcia/at91_cf.c;driver
torvalds/linux;drivers/pcmcia/pxa2xx_cm_x270.c;driver
torvalds/linux;drivers/pcmcia/pxa2xx_mainstone.c;driver
torvalds/linux;drivers/pcmcia/pxa2xx_trizeps4.c;driver
torvalds/linux;drivers/pcmcia/sa1100_h3600.c;driver
torvalds/linux;drivers/pcmcia/db1xxx_ss.c;driver
torvalds/linux;drivers/pcmcia/i82092.c;driver
torvalds/linux;drivers/pcmcia/m32r_pcc.h;driver
torvalds/linux;drivers/pcmcia/soc_common.c;driver
torvalds/linux;drivers/pcmcia/ti113x.h;driver
torvalds/linux;drivers/pcmcia/sa1100_shannon.c;driver
torvalds/linux;drivers/pcmcia/pxa2xx_cm_x2xx.c;driver
torvalds/linux;drivers/pcmcia/rsrc_iodyn.c;driver
